temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
14.56,10-06-13 16:00,79,cloudy,6.35,10-06-13 5:00,0.95,1.67,1015.7,10-06-13 5:00,14.56,rain,12.55,0.68,10-06-13 16:00,6.87,14.56,4,09-06-13 23:00,10-06-13 20:17,8.16,10.61,14.56,10-06-13 3:45,10-06-13 16:00,10-06-13 11:00,Overcast until evening.,11-06-13 2:00,10.61,10-06-13 16:00,11-06-13 2:00,0.06
27.04,04-09-13 15:00,119,clear-day,14.8,04-09-13 6:00,0.1,1.86,1021.14,04-09-13 6:00,27.31,rain,11.2,0.75,04-09-13 15:00,15.54,27.31,4,03-09-13 23:00,04-09-13 18:42,15.46,14.09,27.04,04-09-13 5:19,04-09-13 15:00,04-09-13 11:00,Clear throughout the day.,05-09-13 5:00,14.09,04-09-13 15:00,05-09-13 5:00,0.96
14.12,21-04-13 13:00,242,partly-cloudy-day,0.96,21-04-13 5:00,0.28,2.14,1021.92,21-04-13 5:00,14.12,rain,12.79,0.64,21-04-13 13:00,5.12,14.12,4,20-04-13 23:00,21-04-13 19:07,6.91,1.46,14.12,21-04-13 4:52,21-04-13 13:00,21-04-13 11:00,Partly cloudy throughout the day.,22-04-13 1:00,1.46,21-04-13 13:00,22-04-13 1:00,0.35
5.53,07-02-13 13:00,299,partly-cloudy-day,-1.83,07-02-13 8:00,0.39,3.57,1017.82,07-02-13 8:00,2.31,rain,12.49,0.71,07-02-13 13:00,-2.13,2.42,1,07-02-13 0:00,07-02-13 17:01,0.81,1.24,5.53,07-02-13 7:30,07-02-13 13:00,07-02-13 10:00,Partly cloudy throughout the day.,08-02-13 7:00,-2.68,07-02-13 22:00,08-02-13 7:00,0.9
9.14,16-11-13 13:00,272,partly-cloudy-day,3.66,16-11-13 7:00,0.35,1.4,1031.84,16-11-13 7:00,7.92,rain,9.66,0.87,16-11-13 18:00,7.59,8.36,1,16-11-13 0:00,16-11-13 16:11,7.59,1.38,9.14,16-11-13 7:21,16-11-13 13:00,16-11-13 9:00,Mostly cloudy until evening.,16-11-13 19:00,-0.1,16-11-13 23:00,16-11-13 19:00,0.47
7.51,16-03-13 1:00,186,wind,4.27,16-03-13 19:00,0.69,6.75,996.08,16-03-13 8:00,3.91,rain,12.13,0.85,16-03-13 16:00,1.66,3.91,2,16-03-13 0:00,16-03-13 18:07,3.17,5.79,7.33,16-03-13 6:13,16-03-13 16:00,16-03-13 11:00,Breezy in the morning and mostly cloudy throughout the day.,17-03-13 4:00,1.78,16-03-13 16:00,17-03-13 4:00,0.15
18.02,12-09-13 15:00,253,partly-cloudy-day,12.51,12-09-13 4:00,0.72,1.24,1019.29,12-09-13 4:00,18.02,rain,9.24,0.87,12-09-13 15:00,15.33,18.02,2,11-09-13 23:00,12-09-13 18:24,15.33,12.58,18.02,12-09-13 5:32,12-09-13 15:00,12-09-13 10:00,Mostly cloudy throughout the day.,12-09-13 21:00,12.58,12-09-13 15:00,12-09-13 21:00,0.24
9.25,15-11-13 13:00,345,partly-cloudy-day,1.52,15-11-13 23:00,0.27,2.57,1032.71,15-11-13 4:00,7.41,rain,13.12,0.72,15-11-13 16:00,-0.1,7.41,1,15-11-13 0:00,15-11-13 16:12,1.38,3.33,9.25,15-11-13 7:20,15-11-13 13:00,15-11-13 10:00,Partly cloudy until evening.,16-11-13 7:00,1.74,15-11-13 16:00,16-11-13 7:00,0.43
9.3,18-11-13 16:00,278,fog,7.23,18-11-13 23:00,0.98,1.77,1010.92,18-11-13 23:00,8.46,rain,5.39,0.92,18-11-13 9:00,-1.13,8.54,1,18-11-13 0:00,18-11-13 16:09,2.19,7.37,9.3,18-11-13 7:25,18-11-13 16:00,18-11-13 11:00,Foggy in the morning.,19-11-13 8:00,5.02,18-11-13 0:00,19-11-13 8:00,0.53
5.88,01-04-13 15:00,68,partly-cloudy-day,-3.45,31-03-13 23:00,0.57,5.5,1011.52,01-04-13 22:00,1.29,rain,12.68,0.64,01-04-13 15:00,-4.26,1.29,3,31-03-13 23:00,01-04-13 18:34,0.04,1.1,5.88,01-04-13 5:36,01-04-13 15:00,01-04-13 11:00,Mostly cloudy until evening.,02-04-13 5:00,-3.14,01-04-13 15:00,02-04-13 5:00,0.68
13.71,30-04-13 15:00,42,partly-cloudy-day,2.28,30-04-13 5:00,0.22,2.84,1024.5,30-04-13 22:00,13.71,rain,13.15,0.62,30-04-13 15:00,2.32,13.71,5,29-04-13 23:00,30-04-13 19:22,4.42,5.94,13.71,30-04-13 4:35,30-04-13 15:00,30-04-13 11:00,Partly cloudy until evening.,01-05-13 3:00,4.3,30-04-13 15:00,01-05-13 4:00,0.67
12.89,16-12-13 14:00,218,wind,9.68,16-12-13 23:00,0.88,5.57,1016.66,16-12-13 23:00,12.89,rain,10.36,0.89,16-12-13 14:00,2.72,12.89,0,16-12-13 0:00,16-12-13 15:53,4.61,7.95,12.89,16-12-13 8:01,16-12-13 14:00,16-12-13 7:00,Breezy in the morning and mostly cloudy until evening.,17-12-13 7:00,6.56,16-12-13 14:00,17-12-13 3:00,0.47
7.3,17-03-13 10:00,192,partly-cloudy-day,3.16,17-03-13 23:00,0.64,2.1,990.34,17-03-13 23:00,5.13,rain,11.52,0.88,17-03-13 17:00,-1.32,5.13,2,17-03-13 0:00,17-03-13 18:09,-0.22,2.36,7.3,17-03-13 6:11,17-03-13 10:00,17-03-13 11:00,Mostly cloudy throughout the day.,18-03-13 3:00,-0.32,17-03-13 17:00,18-03-13 1:00,0.19
18.82,26-05-13 15:00,288,partly-cloudy-day,3.14,26-05-13 5:00,0.34,2.79,1018.43,26-05-13 5:00,18.82,rain,14.76,0.55,26-05-13 15:00,4.68,18.82,6,25-05-13 23:00,26-05-13 20:02,6.32,6.24,18.82,26-05-13 3:55,26-05-13 15:00,26-05-13 11:00,Partly cloudy throughout the day.,27-05-13 4:00,4.49,26-05-13 15:00,27-05-13 4:00,0.55
11.95,21-12-13 19:00,213,wind,8.34,21-12-13 2:00,0.86,8.91,1012.62,21-12-13 2:00,11.95,rain,9.66,0.86,21-12-13 19:00,5.14,11.95,0,21-12-13 0:00,21-12-13 15:54,7.96,9.41,11.95,21-12-13 8:05,21-12-13 19:00,21-12-13 7:00,Breezy in the morning and overcast until evening.,22-12-13 4:00,5.58,21-12-13 19:00,22-12-13 5:00,0.63
11.47,13-10-13 8:00,281,partly-cloudy-day,8.92,13-10-13 22:00,0.58,3.78,1010.8,13-10-13 22:00,11.47,rain,9.38,0.92,13-10-13 8:00,6.28,11.47,1,12-10-13 23:00,13-10-13 17:13,8.62,8.87,11.47,13-10-13 6:22,13-10-13 8:00,13-10-13 9:00,Mostly cloudy until evening.,14-10-13 6:00,6.46,13-10-13 8:00,14-10-13 5:00,0.31
17.7,07-09-13 14:00,195,partly-cloudy-day,9.56,07-09-13 6:00,0.26,3.43,1013.82,07-09-13 6:00,17.7,rain,12.6,0.75,07-09-13 14:00,9.13,17.7,4,06-09-13 23:00,07-09-13 18:35,9.13,11.39,17.7,07-09-13 5:24,07-09-13 14:00,07-09-13 12:00,Mostly cloudy until evening.,08-09-13 5:00,11.39,07-09-13 14:00,08-09-13 5:00,0.06
19.64,05-06-13 16:00,54,partly-cloudy-day,8.12,05-06-13 4:00,0.56,3.59,1021.53,05-06-13 4:00,19.64,rain,13.31,0.71,05-06-13 16:00,6.66,19.64,5,04-06-13 23:00,05-06-13 20:13,8.73,8.96,19.64,05-06-13 3:47,05-06-13 16:00,05-06-13 11:00,Mostly cloudy throughout the day.,06-06-13 4:00,6.8,05-06-13 16:00,06-06-13 5:00,0.9
1.36,22-02-13 14:00,45,partly-cloudy-day,-5.38,22-02-13 7:00,0.81,4.79,1020.5,22-02-13 7:00,-3.39,snow,13.04,0.63,22-02-13 17:00,-4.2,-3.32,1,22-02-13 0:00,22-02-13 17:29,0.19,0.2,1.36,22-02-13 7:01,22-02-13 14:00,22-02-13 10:00,Mostly cloudy throughout the day.,23-02-13 7:00,-4.29,22-02-13 0:00,23-02-13 2:00,0.39
9.21,09-01-13 3:00,329,partly-cloudy-day,5.61,09-01-13 23:00,0.52,0.93,1021.19,09-01-13 23:00,7.33,rain,8.64,0.9,09-01-13 7:00,1.16,9.13,1,09-01-13 0:00,09-01-13 16:12,1.16,1.77,8.93,09-01-13 8:04,09-01-13 7:00,09-01-13 11:00,Partly cloudy until evening.,10-01-13 2:00,1.77,09-01-13 5:00,10-01-13 2:00,0.92
3.48,13-01-13 1:00,23,partly-cloudy-day,-1.76,13-01-13 23:00,0.6,3.13,1018.81,13-01-13 9:00,-0.62,rain,12.46,0.74,13-01-13 14:00,-3.14,-0.09,1,13-01-13 0:00,13-01-13 16:18,-0.41,1.04,2.88,13-01-13 8:02,13-01-13 13:00,13-01-13 11:00,Partly cloudy throughout the day.,14-01-13 7:00,-2.16,13-01-13 1:00,14-01-13 8:00,0.07
9.22,10-11-13 14:00,301,partly-cloudy-day,2.49,10-11-13 22:00,0.18,2.61,1015.79,10-11-13 22:00,7.3,rain,12.68,0.79,10-11-13 15:00,0.71,7.3,1,10-11-13 0:00,10-11-13 16:20,2.53,2.58,9.22,10-11-13 7:11,10-11-13 14:00,10-11-13 9:00,"Partly cloudy starting in the afternoon, continuing until evening.",11-11-13 0:00,0.71,10-11-13 15:00,10-11-13 22:00,0.26
9.42,01-12-13 14:00,308,partly-cloudy-day,3.48,01-12-13 2:00,0.55,1.02,1032.9,01-12-13 1:00,8.59,rain,11.59,0.83,01-12-13 14:00,6.37,8.59,1,01-12-13 0:00,01-12-13 15:56,7.26,2.43,9.42,01-12-13 7:45,01-12-13 14:00,01-12-13 11:00,Mostly cloudy until evening.,02-12-13 7:00,0.21,01-12-13 14:00,01-12-13 19:00,0.94
17.34,16-06-13 17:00,216,partly-cloudy-day,8.74,16-06-13 4:00,0.42,3.05,1013.64,16-06-13 4:00,17.34,rain,12.62,0.71,16-06-13 17:00,12.87,17.34,5,15-06-13 23:00,16-06-13 20:21,12.87,11.46,17.34,16-06-13 3:43,16-06-13 17:00,16-06-13 11:00,Mostly cloudy until evening.,17-06-13 4:00,11.46,16-06-13 17:00,17-06-13 4:00,0.25
26.24,24-07-13 14:00,231,partly-cloudy-day,14.13,24-07-13 5:00,0.34,3.59,1014.24,24-07-13 5:00,26.24,rain,12.89,0.67,24-07-13 14:00,16.86,26.24,6,23-07-13 23:00,24-07-13 20:02,16.63,15.59,26.24,24-07-13 4:13,24-07-13 14:00,24-07-13 12:00,Partly cloudy throughout the day.,25-07-13 5:00,15.59,24-07-13 14:00,25-07-13 5:00,0.57
18.09,13-09-13 11:00,255,cloudy,15.51,13-09-13 22:00,1,0.97,1017.09,13-09-13 22:00,18.3,rain,5.91,0.95,13-09-13 11:00,7.1,18.3,2,12-09-13 23:00,13-09-13 18:21,9.3,14.78,18.09,13-09-13 5:33,13-09-13 11:00,13-09-13 12:00,Overcast until evening.,14-09-13 4:00,14.82,13-09-13 11:00,14-09-13 3:00,0.28
7.83,03-03-13 15:00,89,partly-cloudy-day,0.26,03-03-13 3:00,0.58,2.2,1023.52,03-03-13 3:00,5.04,rain,10.12,0.8,03-03-13 15:00,-1.41,5.04,1,03-03-13 0:00,03-03-13 17:45,2.14,-1.14,7.83,03-03-13 6:42,03-03-13 15:00,03-03-13 9:00,Mostly cloudy throughout the day.,04-03-13 7:00,-1.14,03-03-13 15:00,04-03-13 6:00,0.7
21.68,31-05-13 15:00,340,partly-cloudy-day,10.44,31-05-13 3:00,0.54,3.45,1017.87,31-05-13 3:00,21.68,rain,10.59,0.72,31-05-13 15:00,10.77,21.68,6,30-05-13 23:00,31-05-13 20:08,10.77,11.27,21.68,31-05-13 3:51,31-05-13 15:00,31-05-13 12:00,Mostly cloudy until evening.,01-06-13 4:00,11.27,31-05-13 15:00,01-06-13 4:00,0.73
14.81,12-05-13 13:00,251,partly-cloudy-day,5.66,12-05-13 0:00,0.44,5.33,1014.56,12-05-13 5:00,14.81,rain,12.05,0.76,12-05-13 13:00,10.87,14.81,6,11-05-13 23:00,12-05-13 19:42,10.87,6.04,14.81,12-05-13 4:14,12-05-13 13:00,12-05-13 12:00,Mostly cloudy until evening.,13-05-13 5:00,2.44,12-05-13 13:00,13-05-13 5:00,0.08
16.96,12-06-13 17:00,211,wind,13.22,11-06-13 23:00,0.93,5.94,1011.39,11-06-13 23:00,17.01,rain,10.86,0.86,12-06-13 17:00,13.03,17.01,5,11-06-13 23:00,12-06-13 20:18,13.03,14.16,16.96,12-06-13 3:44,12-06-13 17:00,12-06-13 11:00,Mostly cloudy until evening and breezy starting in the evening.,13-06-13 7:00,14.16,12-06-13 17:00,13-06-13 7:00,0.12
11.59,28-04-13 14:00,233,partly-cloudy-day,0.63,28-04-13 5:00,0.27,3.27,1017,28-04-13 5:00,11.59,rain,12.49,0.64,28-04-13 14:00,4.92,11.59,5,27-04-13 23:00,28-04-13 19:19,7.98,1.61,11.59,28-04-13 4:38,28-04-13 14:00,28-04-13 12:00,Partly cloudy throughout the day.,29-04-13 6:00,1.61,28-04-13 14:00,29-04-13 6:00,0.6
17.54,22-06-13 12:00,218,wind,11.12,22-06-13 5:00,0.67,6.78,1007.11,22-06-13 5:00,17.54,rain,11.33,0.81,22-06-13 12:00,13.07,17.54,5,21-06-13 23:00,22-06-13 20:22,13.07,12.01,17.54,22-06-13 3:44,22-06-13 12:00,22-06-13 11:00,Breezy and mostly cloudy until evening.,23-06-13 2:00,12.01,22-06-13 12:00,23-06-13 2:00,0.46
18.36,28-09-13 12:00,81,partly-cloudy-day,11.73,28-09-13 0:00,0.17,4.46,1009.88,28-09-13 0:00,18.36,rain,9.78,0.81,28-09-13 12:00,13.57,18.36,2,27-09-13 23:00,28-09-13 17:47,13.57,12.43,18.36,28-09-13 5:57,28-09-13 12:00,28-09-13 10:00,Partly cloudy until evening.,29-09-13 6:00,12.43,28-09-13 12:00,29-09-13 6:00,0.79
22.11,06-08-13 14:00,287,partly-cloudy-day,10.77,06-08-13 5:00,0.41,1.35,1015.69,06-08-13 5:00,22.11,rain,13.53,0.68,06-08-13 14:00,14.97,22.11,4,05-08-13 23:00,06-08-13 19:41,14.97,12.23,22.11,06-08-13 4:33,06-08-13 14:00,06-08-13 11:00,Mostly cloudy until evening.,07-08-13 6:00,12.23,06-08-13 14:00,07-08-13 6:00,0.98
4.93,26-02-13 17:00,41,fog,2.55,26-02-13 1:00,0.86,4.34,1032.15,26-02-13 0:00,1.8,rain,3.48,0.91,26-02-13 17:00,-1.82,1.8,1,26-02-13 0:00,26-02-13 17:36,2.33,2.98,4.93,26-02-13 6:53,26-02-13 17:00,26-02-13 9:00,Foggy until afternoon.,27-02-13 7:00,-1.18,26-02-13 17:00,27-02-13 8:00,0.52
16.32,01-05-13 14:00,50,partly-cloudy-day,1.83,01-05-13 3:00,0.26,2.95,1024.26,01-05-13 4:00,16.32,rain,12.7,0.62,01-05-13 14:00,3.39,16.32,5,30-04-13 23:00,01-05-13 19:24,5.43,4.42,16.32,01-05-13 4:33,01-05-13 14:00,01-05-13 11:00,Partly cloudy until evening.,02-05-13 5:00,2.32,01-05-13 14:00,02-05-13 5:00,0.71
9.87,06-04-13 16:00,35,partly-cloudy-day,-2.24,06-04-13 6:00,0.23,2.75,1023.34,06-04-13 6:00,8.53,rain,13.02,0.63,06-04-13 16:00,-1.21,8.53,3,05-04-13 23:00,06-04-13 18:42,-1.21,0.64,9.87,06-04-13 5:25,06-04-13 16:00,06-04-13 11:00,Partly cloudy until afternoon.,07-04-13 5:00,-2.67,06-04-13 16:00,07-04-13 5:00,0.87
12.54,15-12-13 22:00,207,wind,9.59,15-12-13 8:00,0.68,6.12,1019.25,15-12-13 8:00,12.44,rain,9.14,0.91,15-12-13 19:00,11.64,12.54,0,15-12-13 0:00,15-12-13 15:52,11.64,8.11,12.44,15-12-13 8:01,15-12-13 19:00,15-12-13 5:00,Mostly cloudy until evening and breezy starting in the evening.,16-12-13 8:00,6.2,15-12-13 22:00,16-12-13 8:00,0.44
10.12,19-02-13 14:00,4,fog,0.3,19-02-13 7:00,0.11,0.4,1019.55,19-02-13 7:00,10.12,rain,6.95,0.79,19-02-13 14:00,-1.27,10.12,2,19-02-13 0:00,19-02-13 17:23,1.93,-1.43,10.12,19-02-13 7:07,19-02-13 14:00,19-02-13 11:00,Foggy overnight.,20-02-13 0:00,-1.43,19-02-13 14:00,20-02-13 0:00,0.3
5.31,29-03-13 12:00,55,partly-cloudy-day,-4.23,29-03-13 3:00,0.59,3.52,1010.88,29-03-13 1:00,1.71,rain,13.45,0.63,29-03-13 12:00,-2.65,1.71,3,29-03-13 0:00,29-03-13 18:29,0.94,-0.52,5.31,29-03-13 5:43,29-03-13 12:00,29-03-13 12:00,Mostly cloudy throughout the day.,30-03-13 0:00,-2.99,29-03-13 12:00,30-03-13 7:00,0.57
20.07,04-06-13 15:00,44,partly-cloudy-day,6.01,04-06-13 4:00,0.27,4.16,1027,04-06-13 4:00,20.07,rain,14.65,0.6,04-06-13 15:00,6.8,20.07,7,03-06-13 23:00,04-06-13 20:12,8.96,7.64,20.07,04-06-13 3:48,04-06-13 15:00,04-06-13 12:00,"Partly cloudy starting in the afternoon, continuing until evening.",05-06-13 4:00,6.1,04-06-13 15:00,05-06-13 4:00,0.87
27.56,18-07-13 15:00,65,partly-cloudy-day,13.54,18-07-13 4:00,0.18,3.24,1026.15,18-07-13 4:00,27.56,rain,14.02,0.6,18-07-13 15:00,15.62,27.56,6,17-07-13 23:00,18-07-13 20:09,15.62,17.5,27.56,18-07-13 4:05,18-07-13 15:00,18-07-13 12:00,Partly cloudy until evening.,19-07-13 5:00,17.5,18-07-13 15:00,19-07-13 5:00,0.34
22.98,04-08-13 14:00,209,partly-cloudy-day,12.82,04-08-13 4:00,0.43,4.52,1019.02,04-08-13 4:00,22.98,rain,12.67,0.7,04-08-13 14:00,17.05,22.98,4,03-08-13 23:00,04-08-13 19:45,17.05,14.79,22.98,04-08-13 4:30,04-08-13 14:00,04-08-13 10:00,Mostly cloudy until evening.,05-08-13 3:00,14.79,04-08-13 14:00,05-08-13 3:00,0.92
14.56,18-05-13 17:00,293,partly-cloudy-day,5.68,18-05-13 5:00,0.59,1.94,1008.08,18-05-13 5:00,14.56,rain,11.93,0.67,18-05-13 17:00,8.56,14.56,4,17-05-13 23:00,18-05-13 19:51,8.91,9.12,14.56,18-05-13 4:05,18-05-13 17:00,18-05-13 11:00,Mostly cloudy until evening.,19-05-13 3:00,7.62,18-05-13 17:00,19-05-13 3:00,0.26
22.42,18-08-13 14:00,240,partly-cloudy-day,13.61,18-08-13 5:00,0.57,4.45,1009.48,18-08-13 5:00,22.42,rain,12.76,0.73,18-08-13 14:00,12.68,22.42,3,17-08-13 23:00,18-08-13 19:19,12.68,15.92,22.42,18-08-13 4:52,18-08-13 14:00,18-08-13 11:00,Mostly cloudy until evening.,19-08-13 5:00,15.92,18-08-13 14:00,19-08-13 5:00,0.4
2.38,15-01-13 0:00,327,partly-cloudy-day,-0.89,15-01-13 23:00,0.58,3.28,1008.99,15-01-13 5:00,0.89,rain,11.41,0.85,15-01-13 19:00,-4.53,0.89,1,15-01-13 0:00,15-01-13 16:21,-2.18,-0.83,2.29,15-01-13 8:00,15-01-13 15:00,15-01-13 11:00,Mostly cloudy until evening.,16-01-13 8:00,-3.16,15-01-13 19:00,16-01-13 6:00,0.14
18.66,03-06-13 14:00,62,partly-cloudy-day,6.34,03-06-13 3:00,0.26,2.84,1031.47,03-06-13 3:00,18.66,rain,13.28,0.66,03-06-13 14:00,6.1,18.66,6,02-06-13 23:00,03-06-13 20:11,7.64,7.24,18.66,03-06-13 3:48,03-06-13 14:00,03-06-13 11:00,Partly cloudy throughout the day.,04-06-13 4:00,7.24,03-06-13 14:00,04-06-13 4:00,0.84
4.69,02-03-13 16:00,38,partly-cloudy-day,-1.48,02-03-13 23:00,0.66,2.02,1027.67,02-03-13 7:00,3.13,rain,13.05,0.72,02-03-13 14:00,-1.14,3.13,1,02-03-13 0:00,02-03-13 17:43,-1.14,0.63,4.69,02-03-13 6:44,02-03-13 16:00,02-03-13 9:00,Mostly cloudy until evening.,03-03-13 3:00,-0.01,02-03-13 14:00,03-03-13 3:00,0.66
9.63,07-03-13 14:00,84,fog,7.51,07-03-13 3:00,0.68,2.2,996.96,07-03-13 5:00,7.99,rain,2.78,0.93,07-03-13 13:00,6.61,7.99,2,07-03-13 0:00,07-03-13 17:52,8.19,7.43,9.63,07-03-13 6:33,07-03-13 14:00,07-03-13 11:00,Foggy starting in the afternoon.,08-03-13 8:00,6.67,07-03-13 13:00,08-03-13 8:00,0.85
7.34,05-04-13 15:00,32,partly-cloudy-day,-3.08,05-04-13 0:00,0.63,5.89,1015.19,05-04-13 0:00,3.68,rain,13.08,0.61,05-04-13 17:00,-2.67,3.68,3,04-04-13 23:00,05-04-13 18:40,0.64,1.88,7.34,05-04-13 5:27,05-04-13 15:00,05-04-13 11:00,Partly cloudy throughout the day.,06-04-13 6:00,-2.8,05-04-13 17:00,06-04-13 6:00,0.83
12.13,28-05-13 0:00,130,partly-cloudy-day,8.67,28-05-13 22:00,0.67,1.48,1000.65,28-05-13 22:00,11.88,rain,9.37,0.86,28-05-13 11:00,7.59,12.13,4,27-05-13 23:00,28-05-13 20:04,8.38,9.78,11.88,28-05-13 3:53,28-05-13 11:00,28-05-13 11:00,Mostly cloudy until evening.,29-05-13 4:00,9.12,28-05-13 0:00,29-05-13 4:00,0.62
11.95,19-04-13 17:00,301,partly-cloudy-day,3.68,19-04-13 22:00,0.47,2.33,1025.56,19-04-13 2:00,11.95,rain,13.12,0.69,19-04-13 17:00,2.88,11.95,4,18-04-13 23:00,19-04-13 19:04,2.88,6.17,11.95,19-04-13 4:57,19-04-13 17:00,19-04-13 12:00,Partly cloudy until evening.,20-04-13 5:00,3.88,19-04-13 17:00,20-04-13 5:00,0.28
15.13,16-05-13 12:00,135,partly-cloudy-day,4.78,16-05-13 4:00,0.36,1.64,999.92,16-05-13 4:00,15.13,rain,10.93,0.74,16-05-13 12:00,6.9,15.13,5,15-05-13 23:00,16-05-13 19:48,7.2,4.17,15.13,16-05-13 4:08,16-05-13 12:00,16-05-13 12:00,Partly cloudy throughout the day.,17-05-13 4:00,4.17,16-05-13 12:00,17-05-13 2:00,0.2
17.29,17-10-13 12:00,249,partly-cloudy-day,11.19,17-10-13 4:00,0.26,4.15,1013.27,17-10-13 4:00,17.29,rain,12.36,0.84,17-10-13 12:00,10.5,17.29,1,16-10-13 23:00,17-10-13 17:04,10.5,11.82,17.29,17-10-13 6:29,17-10-13 12:00,17-10-13 9:00,Partly cloudy until evening.,18-10-13 6:00,11.82,17-10-13 12:00,18-10-13 6:00,0.45
13.41,29-04-13 16:00,266,partly-cloudy-day,2.25,29-04-13 6:00,0.45,4.51,1016.36,29-04-13 6:00,13.41,rain,13.18,0.59,29-04-13 16:00,4.61,13.41,4,28-04-13 23:00,29-04-13 19:20,5.94,7.98,13.41,29-04-13 4:36,29-04-13 16:00,29-04-13 11:00,Partly cloudy until evening.,30-04-13 5:00,4.92,29-04-13 16:00,30-04-13 5:00,0.63
4.88,20-02-13 13:00,80,fog,-0.48,20-02-13 19:00,0.68,4.86,1023.08,20-02-13 19:00,0.71,rain,8.93,0.78,20-02-13 7:00,-3.63,3.78,1,20-02-13 0:00,20-02-13 17:25,1.28,1.83,4.88,20-02-13 7:05,20-02-13 13:00,20-02-13 10:00,Foggy in the morning.,21-02-13 5:00,-3.42,20-02-13 5:00,21-02-13 8:00,0.33
19.35,24-04-13 14:00,234,partly-cloudy-day,9.87,24-04-13 5:00,0.33,3.03,1023.67,24-04-13 5:00,19.35,rain,11.96,0.74,24-04-13 14:00,11.38,19.35,4,23-04-13 23:00,24-04-13 19:12,11.38,9.45,19.35,24-04-13 4:46,24-04-13 14:00,24-04-13 11:00,Partly cloudy until evening.,25-04-13 4:00,8.49,24-04-13 14:00,25-04-13 4:00,0.45
8.81,09-04-13 13:00,75,partly-cloudy-day,3.41,09-04-13 2:00,0.7,3.87,997.5,09-04-13 2:00,6.01,rain,6.66,0.83,09-04-13 12:00,0.4,6.01,3,08-04-13 23:00,09-04-13 18:47,2.98,3.45,8.81,09-04-13 5:18,09-04-13 13:00,09-04-13 11:00,Mostly cloudy throughout the day.,10-04-13 6:00,0.39,09-04-13 12:00,10-04-13 6:00,0.97
11,08-11-13 13:00,235,partly-cloudy-day,6.02,08-11-13 5:00,0.5,2,1005.53,08-11-13 23:00,11,rain,12.1,0.9,08-11-13 13:00,1.24,11,1,08-11-13 0:00,08-11-13 16:23,3.28,5.29,11,08-11-13 7:07,08-11-13 13:00,08-11-13 10:00,Mostly cloudy until evening.,09-11-13 7:00,2.54,08-11-13 13:00,09-11-13 4:00,0.18
20.22,17-08-13 12:00,219,wind,13.68,17-08-13 4:00,0.57,5.13,1012.65,17-08-13 4:00,20.22,rain,11.1,0.82,17-08-13 12:00,15.92,20.22,3,16-08-13 23:00,17-08-13 19:21,15.92,14.12,20.22,17-08-13 4:50,17-08-13 12:00,17-08-13 11:00,Mostly cloudy throughout the day and breezy starting in the evening.,18-08-13 5:00,14.12,17-08-13 12:00,18-08-13 5:00,0.37
11.01,09-12-13 13:00,227,partly-cloudy-day,5.74,09-12-13 23:00,0.32,2.69,1028.84,09-12-13 23:00,11.01,rain,10.73,0.89,09-12-13 13:00,2.06,11.01,1,09-12-13 0:00,09-12-13 15:53,2.06,5.06,11.01,09-12-13 7:55,09-12-13 13:00,09-12-13 12:00,Mostly cloudy until evening.,10-12-13 8:00,3.17,09-12-13 13:00,10-12-13 8:00,0.24
14.87,25-05-13 17:00,359,partly-cloudy-day,3.72,25-05-13 4:00,0.32,3.46,1020.26,25-05-13 4:00,14.87,rain,12.21,0.67,25-05-13 17:00,4.49,14.87,5,24-05-13 23:00,25-05-13 20:00,6.24,5.64,14.87,25-05-13 3:56,25-05-13 17:00,25-05-13 12:00,Partly cloudy until evening.,26-05-13 5:00,3.19,25-05-13 17:00,26-05-13 5:00,0.51
2.82,23-01-13 0:00,76,partly-cloudy-day,-0.68,23-01-13 8:00,0.75,4.23,1007.72,23-01-13 20:00,-1.4,rain,7.69,0.82,23-01-13 13:00,-2.49,-1.4,1,23-01-13 0:00,23-01-13 16:34,1.22,1.38,2.29,23-01-13 7:52,23-01-13 14:00,23-01-13 11:00,Mostly cloudy throughout the day.,24-01-13 7:00,-2.47,23-01-13 13:00,24-01-13 0:00,0.39
13.97,01-11-13 13:00,203,partly-cloudy-day,10.82,01-11-13 7:00,0.55,2.95,1008.97,01-11-13 7:00,13.97,rain,11.57,0.89,01-11-13 13:00,10.47,13.97,1,01-11-13 0:00,01-11-13 16:35,10.47,11.48,13.97,01-11-13 6:55,01-11-13 13:00,01-11-13 9:00,Mostly cloudy until evening.,02-11-13 7:00,11.48,01-11-13 13:00,02-11-13 7:00,0.93
6.56,14-03-13 16:00,294,partly-cloudy-night,-3.24,14-03-13 6:00,0.27,1.81,1015.57,14-03-13 6:00,5.17,rain,10.54,0.67,14-03-13 18:00,-0.32,5.17,2,14-03-13 0:00,14-03-13 18:04,2.99,-0.91,6.56,14-03-13 6:17,14-03-13 16:00,14-03-13 10:00,Partly cloudy throughout the day.,15-03-13 2:00,-3.72,14-03-13 18:00,15-03-13 5:00,0.09
